Name;URL;Codename;Cores;Clock;Socket;Process;L3 Cache;TDP;Released;Vendor
EPYC 9254;/cpu-specs/epyc-9254.c2920;Genoa;24  / 48;2.9 to 4.15 GHz;Socket SP5;5 nm;128 MB;200 W;Nov 10th, 2022;AMD
EPYC 9274F;/cpu-specs/epyc-9274f.c2921;Genoa;24  / 48;4.05 to 4.3 GHz;Socket SP5;5 nm;256 MB;320 W;Nov 10th, 2022;AMD
EPYC 9334;/cpu-specs/epyc-9334.c2922;Genoa;32  / 64;2.7 to 3.9 GHz;Socket SP5;5 nm;128 MB;210 W;Nov 10th, 2022;AMD
EPYC 9354;/cpu-specs/epyc-9354.c2923;Genoa;32  / 64;3.25 to 3.8 GHz;Socket SP5;5 nm;256 MB;280 W;Nov 10th, 2022;AMD
EPYC 9354P;/cpu-specs/epyc-9354p.c2924;Genoa;32  / 64;3.25 to 3.8 GHz;Socket SP5;5 nm;256 MB;280 W;Nov 10th, 2022;AMD
EPYC 9374F;/cpu-specs/epyc-9374f.c2925;Genoa;32  / 64;3.85 to 4.3 GHz;Socket SP5;5 nm;256 MB;320 W;Nov 10th, 2022;AMD
EPYC 9454;/cpu-specs/epyc-9454.c2926;Genoa;48  / 96;2.75 to 3.8 GHz;Socket SP5;5 nm;256 MB;290 W;Nov 10th, 2022;AMD
EPYC 9454P;/cpu-specs/epyc-9454p.c2927;Genoa;48  / 96;2.75 to 3.8 GHz;Socket SP5;5 nm;256 MB;290 W;Nov 10th, 2022;AMD
EPYC 9474F;/cpu-specs/epyc-9474f.c2928;Genoa;48  / 96;3.6 to 4.1 GHz;Socket SP5;5 nm;256 MB;360 W;Nov 10th, 2022;AMD
EPYC 9534;/cpu-specs/epyc-9534.c2929;Genoa;64  / 128;2.45 to 3.7 GHz;Socket SP5;5 nm;256 MB;280 W;Nov 10th, 2022;AMD
EPYC 9554;/cpu-specs/epyc-9554.c2930;Genoa;64  / 128;3.1 to 3.75 GHz;Socket SP5;5 nm;256 MB;360 W;Nov 10th, 2022;AMD
EPYC 9554P;/cpu-specs/epyc-9554p.c2931;Genoa;64  / 128;3.1 to 3.75 GHz;Socket SP5;5 nm;256 MB;360 W;Nov 10th, 2022;AMD
EPYC 9634;/cpu-specs/epyc-9634.c2932;Genoa;84  / 168;2.25 to 3.7 GHz;Socket SP5;5 nm;384 MB;290 W;Nov 10th, 2022;AMD
EPYC 9654;/cpu-specs/epyc-9654.c2933;Genoa;96  / 192;2.4 to 3.7 GHz;Socket SP5;5 nm;384 MB;360 W;Nov 10th, 2022;AMD
EPYC 9654P;/cpu-specs/epyc-9654p.c2934;Genoa;96  / 192;2.4 to 3.7 GHz;Socket SP5;5 nm;384 MB;360 W;Nov 10th, 2022;AMD
Ryzen 3 4100;/cpu-specs/ryzen-3-4100.c2757;Renoir;4  / 8;3.8 to 4 GHz;Socket AM4;7 nm;8 MB;65 W;Apr 4th, 2022;AMD
Ryzen 3 5125C;/cpu-specs/ryzen-3-5125c.c2785;Cezanne-U;2  / 4;3 GHz;Socket FP6;7 nm;8 MB;15 W;May 5th, 2022;AMD
Ryzen 3 5425C;/cpu-specs/ryzen-3-5425c.c2784;Cezanne-U;4  / 8;2.7 to 4.1 GHz;Socket FP6;7 nm;8 MB;15 W;May 5th, 2022;AMD
Ryzen 3 5425U;/cpu-specs/ryzen-3-5425u.c2519;Barcelo;4  / 8;2.7 to 4.1 GHz;Socket FP6;7 nm;8 MB;15 W;Jan 6th, 2022;AMD
Ryzen 3 7320U;/cpu-specs/ryzen-3-7320u.c3045;Mendocino;4  / 8;2.4 to 4.1 GHz;Socket FP6;6 nm;4 MB;15 W;Sep 20th, 2022;AMD
Ryzen 3 PRO 5475U;/cpu-specs/ryzen-3-pro-5475u.c2775;Cezanne-U;4  / 8;2.7 to 4.1 GHz;Socket FP6;7 nm;8 MB;15 W;Apr 19th, 2022;AMD
Ryzen 5 4500;/cpu-specs/ryzen-5-4500.c2758;Renoir;6  / 12;3.6 to 4.1 GHz;Socket AM4;7 nm;8 MB;65 W;Apr 4th, 2022;AMD
Ryzen 5 5500;/cpu-specs/ryzen-5-5500.c2756;Cezanne;6  / 12;3.6 to 4.2 GHz;Socket AM4;7 nm;16 MB;65 W;Apr 4th, 2022;AMD
Ryzen 5 5600;/cpu-specs/ryzen-5-5600.c2743;Vermeer;6  / 12;3.5 to 4.4 GHz;Socket AM4;7 nm;32 MB;65 W;Apr 20th, 2022;AMD
Ryzen 5 5625C;/cpu-specs/ryzen-5-5625c.c2783;Cezanne-U;6  / 12;2.3 to 4.3 GHz;Socket FP6;7 nm;16 MB;15 W;May 5th, 2022;AMD
Ryzen 5 5625U;/cpu-specs/ryzen-5-5625u.c2520;Barcelo;6  / 12;2.3 to 4.3 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 6th, 2022;AMD
Ryzen 5 6600H;/cpu-specs/ryzen-5-6600h.c2525;Rembrandt;6  / 12;3.3 to 4.5 GHz;Socket FP7;6 nm;16 MB;45 W;Jan 2022;AMD
Ryzen 5 6600HS;/cpu-specs/ryzen-5-6600hs.c2524;Rembrandt;6  / 12;3.3 to 4.5 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 2022;AMD
Ryzen 5 6600U;/cpu-specs/ryzen-5-6600u.c2522;Rembrandt;6  / 12;2.9 to 4.5 GHz;Socket FP7;6 nm;16 MB;15 W;Jan 2022;AMD
Ryzen 5 7520U;/cpu-specs/ryzen-5-7520u.c3046;Mendocino;4  / 8;2.8 to 4.3 GHz;Socket FP6;6 nm;4 MB;15 W;Sep 20th, 2022;AMD
Ryzen 5 7600X;/cpu-specs/ryzen-5-7600x.c2849;Raphael;6  / 12;4.7 to 5.3 GHz;Socket AM5;5 nm;32 MB;105 W;Sep 27th, 2022;AMD
Ryzen 5 PRO 4655G;/cpu-specs/ryzen-5-pro-4655g.c3324;Renoir;6  / 12;3.7 to 4.2 GHz;Socket AM4;7 nm;8 MB;65 W;Nov 11th, 2022;AMD
Ryzen 5 PRO 4655GE;/cpu-specs/ryzen-5-pro-4655ge.c3325;Renoir;6  / 12;3.3 to 4.2 GHz;Socket AM4;7 nm;8 MB;35 W;Nov 11th, 2022;AMD
Ryzen 5 PRO 5675U;/cpu-specs/ryzen-5-pro-5675u.c2776;Cezanne-U;6  / 12;2.3 to 4.3 GHz;Socket FP6;7 nm;16 MB;15 W;Apr 19th, 2022;AMD
Ryzen 5 PRO 6650H;/cpu-specs/ryzen-5-pro-6650h.c2769;Rembrandt;6  / 12;3.3 to 4.5 GHz;Socket FP7;6 nm;16 MB;45 W;Apr 19th, 2022;AMD
Ryzen 5 PRO 6650HS;/cpu-specs/ryzen-5-pro-6650hs.c2770;Rembrandt;6  / 12;3.3 to 4.5 GHz;Socket FP7;6 nm;16 MB;35 W;Apr 19th, 2022;AMD
Ryzen 5 PRO 6650U;/cpu-specs/ryzen-5-pro-6650u.c2771;Rembrandt;6  / 12;2.9 to 4.5 GHz;Socket FP7;6 nm;16 MB;15 W;Apr 19th, 2022;AMD
Ryzen 7 5700;/cpu-specs/ryzen-7-5700.c3305;Cezanne;8  / 16;3.7 to 4.6 GHz;Socket AM4;7 nm;16 MB;65 W;Apr 4th, 2022;AMD
Ryzen 7 5700X;/cpu-specs/ryzen-7-5700x.c2755;Vermeer;8  / 16;3.4 to 4.6 GHz;Socket AM4;7 nm;32 MB;65 W;Apr 4th, 2022;AMD
Ryzen 7 5800X3D;/cpu-specs/ryzen-7-5800x3d.c2532;Vermeer;8  / 16;3.4 to 4.5 GHz;Socket AM4;7 nm;96 MB;105 W;Apr 20th, 2022;AMD
Ryzen 7 5825C;/cpu-specs/ryzen-7-5825c.c2782;Cezanne-U;8  / 16;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;May 5th, 2022;AMD
Ryzen 7 5825U;/cpu-specs/ryzen-7-5825u.c2521;Barcelo;8  / 16;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 6th, 2022;AMD
Ryzen 7 6800H;/cpu-specs/ryzen-7-6800h.c2527;Rembrandt;8  / 16;3.2 to 4.7 GHz;Socket FP7;6 nm;16 MB;45 W;Jan 2022;AMD
Ryzen 7 6800HS;/cpu-specs/ryzen-7-6800hs.c2526;Rembrandt;8  / 16;3.2 to 4.7 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 2022;AMD
Ryzen 7 6800U;/cpu-specs/ryzen-7-6800u.c2523;Rembrandt;8  / 16;2.7 to 4.7 GHz;Socket FP7;6 nm;16 MB;15 W;Jan 2022;AMD
Ryzen 7 7700X;/cpu-specs/ryzen-7-7700x.c2848;Raphael;8  / 16;4.5 to 5.4 GHz;Socket AM5;5 nm;32 MB;105 W;Sep 27th, 2022;AMD
Ryzen 7 PRO 5875U;/cpu-specs/ryzen-7-pro-5875u.c2777;Cezanne-U;8  / 16;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Apr 19th, 2022;AMD
Ryzen 7 PRO 6850H;/cpu-specs/ryzen-7-pro-6850h.c2766;Rembrandt;8  / 16;3.2 to 4.7 GHz;Socket FP7;6 nm;16 MB;45 W;Apr 19th, 2022;AMD
Ryzen 7 PRO 6850HS;/cpu-specs/ryzen-7-pro-6850hs.c2767;Rembrandt;8  / 16;3.2 to 4.7 GHz;Socket FP7;6 nm;16 MB;35 W;Apr 19th, 2022;AMD
Ryzen 7 PRO 6850U;/cpu-specs/ryzen-7-pro-6850u.c2768;Rembrandt;8  / 16;2.7 to 4.7 GHz;Socket FP7;6 nm;16 MB;15 W;Apr 19th, 2022;AMD
Ryzen 9 6900HS;/cpu-specs/ryzen-9-6900hs.c2528;Rembrandt;8  / 16;3.3 to 4.9 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 2022;AMD
Ryzen 9 6900HX;/cpu-specs/ryzen-9-6900hx.c2529;Rembrandt;8  / 16;3.3 to 4.9 GHz;Socket FP7;6 nm;16 MB;45 W;Jan 2022;AMD
Ryzen 9 6980HS;/cpu-specs/ryzen-9-6980hs.c2530;Rembrandt;8  / 16;3.3 to 5 GHz;Socket FP7;6 nm;16 MB;45 W;Jan 2022;AMD
Ryzen 9 6980HX;/cpu-specs/ryzen-9-6980hx.c2531;Rembrandt;8  / 16;3.3 to 5 GHz;Socket FP7;6 nm;16 MB;45 W;Jan 2022;AMD
Ryzen 9 7900X;/cpu-specs/ryzen-9-7900x.c2847;Raphael;12  / 24;4.7 to 5.6 GHz;Socket AM5;5 nm;64 MB;170 W;Sep 27th, 2022;AMD
Ryzen 9 7950X;/cpu-specs/ryzen-9-7950x.c2846;Raphael;16  / 32;4.5 to 5.7 GHz;Socket AM5;5 nm;64 MB;170 W;Sep 27th, 2022;AMD
Ryzen 9 PRO 6950H;/cpu-specs/ryzen-9-pro-6950h.c2765;Rembrandt;8  / 16;3.3 to 4.9 GHz;Socket FP7;6 nm;16 MB;45 W;Apr 19th, 2022;AMD
Ryzen 9 PRO 6950HS;/cpu-specs/ryzen-9-pro-6950hs.c2764;Rembrandt;8  / 16;3.3 to 4.9 GHz;Socket FP7;6 nm;16 MB;35 W;Apr 19th, 2022;AMD
Ryzen Embedded R2312;/cpu-specs/ryzen-embedded-r2312.c3320;Picasso;2  / 4;2.7 to 3.5 GHz;Socket FP5;12 nm;4 MB;15 W;Jun 21st, 2022;AMD
Ryzen Embedded R2314;/cpu-specs/ryzen-embedded-r2314.c3321;Picasso;4 ;2.1 to 3.5 GHz;Socket FP5;12 nm;4 MB;15 W;Jun 21st, 2022;AMD
Ryzen Embedded R2514;/cpu-specs/ryzen-embedded-r2514.c3322;Picasso;4  / 8;2.1 to 3.7 GHz;Socket FP5;12 nm;4 MB;15 W;Sep 30th, 2022;AMD
Ryzen Embedded R2544;/cpu-specs/ryzen-embedded-r2544.c3323;Picasso;4  / 8;3.35 to 3.7 GHz;Socket FP5;12 nm;4 MB;45 W;Sep 30th, 2022;AMD
Ryzen Embedded V3C14;/cpu-specs/ryzen-embedded-v3c14.c3315;Rembrandt;4  / 8;2.3 to 3.8 GHz;Socket FP7;6 nm;8 MB;15 W;Sep 27th, 2022;AMD
Ryzen Embedded V3C16;/cpu-specs/ryzen-embedded-v3c16.c3317;Rembrandt;6  / 12;2 to 3.8 GHz;Socket FP7;6 nm;16 MB;15 W;Sep 27th, 2022;AMD
Ryzen Embedded V3C18I;/cpu-specs/ryzen-embedded-v3c18i.c3318;Rembrandt;8  / 16;1.9 to 3.8 GHz;Socket FP7;6 nm;16 MB;15 W;Sep 27th, 2022;AMD
Ryzen Embedded V3C44;/cpu-specs/ryzen-embedded-v3c44.c3316;Rembrandt;4  / 8;3.5 to 3.8 GHz;Socket FP7;6 nm;8 MB;45 W;Sep 27th, 2022;AMD
Ryzen Embedded V3C48;/cpu-specs/ryzen-embedded-v3c48.c3319;Rembrandt;8  / 16;3.3 to 3.8 GHz;Socket FP7;6 nm;16 MB;45 W;Sep 27th, 2022;AMD
Ryzen Threadripper 5990X;/cpu-specs/ryzen-threadripper-5990x.c2915;Chagall;64  / 128;2.5 to 4.45 GHz;Socket TRX4;7 nm;256 MB;280 W;Never Released;AMD
Ryzen Threadripper PRO 5945WX;/cpu-specs/ryzen-threadripper-pro-5945wx.c2723;Chagall PRO;12  / 24;4.1 to 4.5 GHz;Socket WRX8;7 nm;64 MB;280 W;Mar 8th, 2022;AMD
Ryzen Threadripper PRO 5955WX;/cpu-specs/ryzen-threadripper-pro-5955wx.c2722;Chagall PRO;16  / 32;4 to 4.5 GHz;Socket WRX8;7 nm;64 MB;280 W;Mar 8th, 2022;AMD
Ryzen Threadripper PRO 5965WX;/cpu-specs/ryzen-threadripper-pro-5965wx.c2721;Chagall PRO;24  / 48;3.8 to 4.5 GHz;Socket WRX8;7 nm;128 MB;280 W;Mar 8th, 2022;AMD
Ryzen Threadripper PRO 5975WX;/cpu-specs/ryzen-threadripper-pro-5975wx.c2720;Chagall PRO;32  / 64;3.6 to 4.5 GHz;Socket WRX8;7 nm;128 MB;280 W;Mar 8th, 2022;AMD
Ryzen Threadripper PRO 5995WX;/cpu-specs/ryzen-threadripper-pro-5995wx.c2719;Chagall PRO;64  / 128;2.7 to 4.5 GHz;Socket WRX8;7 nm;256 MB;280 W;Mar 8th, 2022;AMD
Steam Deck CPU (LCD);/cpu-specs/steam-deck-cpu-lcd.c3397;Van Gogh;4  / 8;2.4 to 3.5 GHz;BGA ST1;7 nm;4 MB;15 W;Feb 25th, 2022;AMD
Celeron 7300;/cpu-specs/celeron-7300.c2675;Alder Lake-U;5  / 6;1000 MHz;BGA 1781;10 nm;8 MB;9 W;Feb 23rd, 2022;Intel
Celeron 7305;/cpu-specs/celeron-7305.c2674;Alder Lake-U;5  / 6;1100 MHz;BGA 1744;10 nm;8 MB;15 W;Feb 23rd, 2022;Intel
Celeron G6900;/cpu-specs/celeron-g6900.c2570;Alder Lake-S;2 ;3.4 GHz;Socket 1700;10 nm;4 MB;46 W;Jan 4th, 2022;Intel
Celeron G6900E;/cpu-specs/celeron-g6900e.c2571;Alder Lake-S;2 ;3 GHz;Socket 1700;10 nm;4 MB;46 W;Jan 4th, 2022;Intel
Celeron G6900T;/cpu-specs/celeron-g6900t.c2572;Alder Lake-S;2 ;2.8 GHz;Socket 1700;10 nm;4 MB;35 W;Jan 4th, 2022;Intel
Celeron G6900TE;/cpu-specs/celeron-g6900te.c2573;Alder Lake-S;2 ;2.4 GHz;Socket 1700;10 nm;4 MB;35 W;Jan 4th, 2022;Intel
Core i3-12100;/cpu-specs/core-i3-12100.c2541;Alder Lake-S;4  / 8;3.3 to 4.3 GHz;Socket 1700;10 nm;12 MB;60 W;Jan 4th, 2022;Intel
Core i3-12100E;/cpu-specs/core-i3-12100e.c2542;Alder Lake-S;4  / 8;3.2 to 4.2 GHz;Socket 1700;10 nm;12 MB;60 W;Jan 4th, 2022;Intel
Core i3-12100F;/cpu-specs/core-i3-12100f.c2543;Alder Lake-S;4  / 8;3.3 to 4.3 GHz;Socket 1700;10 nm;12 MB;58 W;Jan 2022;Intel
Core i3-12100T;/cpu-specs/core-i3-12100t.c2544;Alder Lake-S;4  / 8;2.2 to 4.1 GHz;Socket 1700;10 nm;12 MB;35 W;Jan 2022;Intel
Core i3-12100TE;/cpu-specs/core-i3-12100te.c2545;Alder Lake-S;4  / 8;2.1 to 4 GHz;Socket 1700;10 nm;12 MB;35 W;Jan 2022;Intel
Core i3-1210U;/cpu-specs/core-i3-1210u.c2586;Alder Lake-U;6  / 8;1 to 4.4 GHz;BGA 1781;10 nm;10 MB;9 W;Feb 23rd, 2022;Intel
Core i3-1215U;/cpu-specs/core-i3-1215u.c2585;Alder Lake-U;6  / 8;1.2 to 4.4 GHz;BGA 1744;10 nm;10 MB;15 W;Feb 23rd, 2022;Intel
Core i3-1215U (IPU);/cpu-specs/core-i3-1215u-ipu.c2698;Alder Lake-U;6  / 8;1.2 to 4.4 GHz;BGA 1744;10 nm;10 MB;15 W;Feb 23rd, 2022;Intel
Core i3-1220P;/cpu-specs/core-i3-1220p.c2584;Alder Lake-P;10  / 12;1.5 to 4.4 GHz;BGA 1744;10 nm;12 MB;28 W;Feb 23rd, 2022;Intel
Core i3-12300;/cpu-specs/core-i3-12300.c2546;Alder Lake-S;4  / 8;3.5 to 4.4 GHz;Socket 1700;10 nm;12 MB;60 W;Jan 2022;Intel
Core i3-12300HE;/cpu-specs/core-i3-12300he.c2547;Alder Lake-H;8  / 12;1.9 to 4.3 GHz;BGA 1744;10 nm;12 MB;45 W;Jan 2022;Intel
Core i3-12300T;/cpu-specs/core-i3-12300t.c2548;Alder Lake-S;4  / 8;2.3 to 4.2 GHz;Socket 1700;10 nm;12 MB;35 W;Jan 2022;Intel
Core i5-1230U;/cpu-specs/core-i5-1230u.c2587;Alder Lake-U;10  / 12;1 to 4.4 GHz;BGA 1781;10 nm;12 MB;9 W;Feb 23rd, 2022;Intel
Core i5-1235U;/cpu-specs/core-i5-1235u.c2591;Alder Lake-U;10  / 12;1.3 to 4.4 GHz;BGA 1744;10 nm;12 MB;15 W;Feb 23rd, 2022;Intel
Core i5-1235U (IPU);/cpu-specs/core-i5-1235u-ipu.c2699;Alder Lake-U;10  / 12;1.3 to 4.4 GHz;BGA 1744;10 nm;12 MB;15 W;Feb 23rd, 2022;Intel
Core i5-12400;/cpu-specs/core-i5-12400.c2549;Alder Lake-S;6  / 12;2.5 to 4.4 GHz;Socket 1700;10 nm;18 MB;65 W;Jan 4th, 2022;Intel
Core i5-12400F;/cpu-specs/core-i5-12400f.c2550;Alder Lake-S;6  / 12;2.5 to 4.4 GHz;Socket 1700;10 nm;18 MB;65 W;Jan 4th, 2022;Intel
Core i5-12400T;/cpu-specs/core-i5-12400t.c2551;Alder Lake-S;6  / 12;1.8 to 4.2 GHz;Socket 1700;10 nm;18 MB;35 W;Jan 2022;Intel
Core i5-1240P;/cpu-specs/core-i5-1240p.c2583;Alder Lake-P;12  / 16;1.7 to 4.4 GHz;BGA 1744;10 nm;12 MB;28 W;Feb 23rd, 2022;Intel
Core i5-1240U;/cpu-specs/core-i5-1240u.c2588;Alder Lake-U;10  / 12;1.1 to 4.4 GHz;BGA 1781;10 nm;12 MB;9 W;Feb 23rd, 2022;Intel
Core i5-12450H;/cpu-specs/core-i5-12450h.c2533;Alder Lake-H;8  / 12;2 to 4.4 GHz;BGA 1744;10 nm;12 MB;45 W;Jan 2022;Intel
Core i5-12450HX;/cpu-specs/core-i5-12450hx.c2792;Alder Lake-HX;8  / 12;2.4 to 4.4 GHz;BGA 1964;10 nm;12 MB;55 W;May 10th, 2022;Intel
Core i5-1245U;/cpu-specs/core-i5-1245u.c2592;Alder Lake-U;10  / 12;1.6 to 4.4 GHz;BGA 1744;10 nm;12 MB;15 W;Feb 23rd, 2022;Intel
Core i5-12490F;/cpu-specs/core-i5-12490f.c2599;Alder Lake-S;6  / 12;3 to 4.6 GHz;Socket 1700;10 nm;20 MB;65 W;2022;Intel
Core i5-12500;/cpu-specs/core-i5-12500.c2552;Alder Lake-S;6  / 12;3 to 4.6 GHz;Socket 1700;10 nm;18 MB;65 W;Jan 4th, 2022;Intel
Core i5-12500E;/cpu-specs/core-i5-12500e.c2553;Alder Lake-S;6  / 12;2.9 to 4.5 GHz;Socket 1700;10 nm;18 MB;65 W;Jan 2022;Intel
Core i5-12500H;/cpu-specs/core-i5-12500h.c2534;Alder Lake-H;12  / 16;2.5 to 4.5 GHz;BGA 1744;10 nm;18 MB;45 W;Jan 2022;Intel
Core i5-12500T;/cpu-specs/core-i5-12500t.c2554;Alder Lake-S;6  / 12;2 to 4.4 GHz;Socket 1700;10 nm;18 MB;35 W;Jan 2022;Intel
Core i5-12500TE;/cpu-specs/core-i5-12500te.c2555;Alder Lake-S;6  / 12;1.9 to 4.3 GHz;Socket 1700;10 nm;18 MB;35 W;Jan 2022;Intel
Core i5-1250P;/cpu-specs/core-i5-1250p.c2582;Alder Lake-P;12  / 16;1.7 to 4.4 GHz;BGA 1744;10 nm;12 MB;28 W;Feb 23rd, 2022;Intel
Core i5-12600;/cpu-specs/core-i5-12600.c2556;Alder Lake-S;6  / 12;3.3 to 4.8 GHz;Socket 1700;10 nm;18 MB;65 W;Jan 2022;Intel
Core i5-12600H;/cpu-specs/core-i5-12600h.c2535;Alder Lake-H;12  / 16;2.7 to 4.5 GHz;BGA 1744;10 nm;18 MB;45 W;Jan 2022;Intel
Core i5-12600HE;/cpu-specs/core-i5-12600he.c2557;Alder Lake-H;12  / 16;2.5 to 4.5 GHz;BGA 1744;10 nm;18 MB;45 W;Jan 2022;Intel
Core i5-12600HX;/cpu-specs/core-i5-12600hx.c2791;Alder Lake-HX;12  / 16;2.5 to 4.6 GHz;BGA 1964;10 nm;18 MB;55 W;May 10th, 2022;Intel
Core i5-12600T;/cpu-specs/core-i5-12600t.c2558;Alder Lake-S;6  / 12;2.1 to 4.6 GHz;Socket 1700;10 nm;18 MB;35 W;Jan 2022;Intel
Core i5-13600K;/cpu-specs/core-i5-13600k.c2829;Raptor Lake-S;14  / 20;3.5 to 5.1 GHz;Socket 1700;10 nm;24 MB;125 W;Sep 27th, 2022;Intel
Core i5-13600KF;/cpu-specs/core-i5-13600kf.c2852;Raptor Lake-S;14  / 20;3.5 to 5.1 GHz;Socket 1700;10 nm;24 MB;125 W;Sep 27th, 2022;Intel
Core i7-1250U;/cpu-specs/core-i7-1250u.c2589;Alder Lake-U;10  / 12;1.1 to 4.7 GHz;BGA 1781;10 nm;12 MB;9 W;Feb 23rd, 2022;Intel
Core i7-1255U;/cpu-specs/core-i7-1255u.c2593;Alder Lake-U;10  / 12;1.7 to 4.7 GHz;BGA 1744;10 nm;12 MB;15 W;Feb 23rd, 2022;Intel
Core i7-1260P;/cpu-specs/core-i7-1260p.c2581;Alder Lake-P;12  / 16;2.1 to 4.7 GHz;BGA 1744;10 nm;18 MB;28 W;Feb 23rd, 2022;Intel
Core i7-1260U;/cpu-specs/core-i7-1260u.c2590;Alder Lake-U;10  / 12;1.1 to 4.7 GHz;BGA 1781;10 nm;12 MB;9 W;Feb 23rd, 2022;Intel
Core i7-12650H;/cpu-specs/core-i7-12650h.c2536;Alder Lake-H;10  / 16;2.3 to 4.7 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 2022;Intel
Core i7-12650HX;/cpu-specs/core-i7-12650hx.c2790;Alder Lake-HX;14  / 20;2 to 4.7 GHz;BGA 1964;10 nm;24 MB;55 W;May 10th, 2022;Intel
Core i7-1265U;/cpu-specs/core-i7-1265u.c2594;Alder Lake-U;10  / 12;1.8 to 4.8 GHz;BGA 1744;10 nm;12 MB;15 W;Feb 23rd, 2022;Intel
Core i7-12700;/cpu-specs/core-i7-12700.c2559;Alder Lake-S;12  / 20;2.1 to 4.9 GHz;Socket 1700;10 nm;25 MB;65 W;Jan 2022;Intel
Core i7-12700E;/cpu-specs/core-i7-12700e.c2560;Alder Lake-S;12  / 20;2.1 to 4.8 GHz;Socket 1700;10 nm;25 MB;65 W;Jan 2022;Intel
Core i7-12700F;/cpu-specs/core-i7-12700f.c2561;Alder Lake-S;12  / 20;2.1 to 4.9 GHz;Socket 1700;10 nm;25 MB;65 W;Jan 4th, 2022;Intel
Core i7-12700H;/cpu-specs/core-i7-12700h.c2537;Alder Lake-H;14  / 20;2.3 to 4.7 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 2022;Intel
Core i7-12700T;/cpu-specs/core-i7-12700t.c2562;Alder Lake-S;12  / 20;1.4 to 4.7 GHz;Socket 1700;10 nm;25 MB;35 W;Jan 2022;Intel
Core i7-12700TE;/cpu-specs/core-i7-12700te.c2563;Alder Lake-S;12  / 20;1.4 to 4.6 GHz;Socket 1700;10 nm;25 MB;35 W;Jan 2022;Intel
Core i7-1270P;/cpu-specs/core-i7-1270p.c2580;Alder Lake-P;12  / 16;2.2 to 4.8 GHz;BGA 1744;10 nm;18 MB;28 W;Feb 23rd, 2022;Intel
Core i7-12800H;/cpu-specs/core-i7-12800h.c2538;Alder Lake-H;14  / 20;2.4 to 4.8 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 2022;Intel
Core i7-12800HE;/cpu-specs/core-i7-12800he.c2564;Alder Lake-H;14  / 20;2.4 to 4.6 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 2022;Intel
Core i7-12800HX;/cpu-specs/core-i7-12800hx.c2789;Alder Lake-HX;16  / 24;2 to 4.8 GHz;BGA 1964;10 nm;25 MB;55 W;May 10th, 2022;Intel
Core i7-1280P;/cpu-specs/core-i7-1280p.c2579;Alder Lake-P;14  / 20;1.8 to 4.8 GHz;BGA 1744;10 nm;24 MB;28 W;Feb 23rd, 2022;Intel
Core i7-12850HX;/cpu-specs/core-i7-12850hx.c2788;Alder Lake-HX;16  / 24;2.1 to 4.8 GHz;BGA 1964;10 nm;25 MB;55 W;May 10th, 2022;Intel
Core i7-13700K;/cpu-specs/core-i7-13700k.c2850;Raptor Lake-S;16  / 24;3.4 to 5.4 GHz;Socket 1700;10 nm;30 MB;125 W;Sep 27th, 2022;Intel
Core i7-13700KF;/cpu-specs/core-i7-13700kf.c2853;Raptor Lake-S;16  / 24;3.4 to 5.4 GHz;Socket 1700;10 nm;30 MB;125 W;Sep 27th, 2022;Intel
Core i9-12900;/cpu-specs/core-i9-12900.c2565;Alder Lake-S;16  / 24;2.4 to 5.1 GHz;Socket 1700;10 nm;30 MB;65 W;Jan 4th, 2022;Intel
Core i9-12900E;/cpu-specs/core-i9-12900e.c2567;Alder Lake-S;16  / 24;2.3 to 5 GHz;Socket 1700;10 nm;30 MB;65 W;Jan 4th, 2022;Intel
Core i9-12900F;/cpu-specs/core-i9-12900f.c2566;Alder Lake-S;16  / 24;2.4 to 5.1 GHz;Socket 1700;10 nm;30 MB;65 W;Jan 4th, 2022;Intel
Core i9-12900H;/cpu-specs/core-i9-12900h.c2539;Alder Lake-H;14  / 20;2.5 to 5 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 4th, 2022;Intel
Core i9-12900HK;/cpu-specs/core-i9-12900hk.c2540;Alder Lake-H;14  / 20;2.5 to 5 GHz;BGA 1744;10 nm;24 MB;45 W;Jan 4th, 2022;Intel
Core i9-12900HX;/cpu-specs/core-i9-12900hx.c2787;Alder Lake-HX;16  / 24;2.3 to 5 GHz;BGA 1964;10 nm;30 MB;55 W;May 10th, 2022;Intel
Core i9-12900KS;/cpu-specs/core-i9-12900ks.c2598;Alder Lake-S;16  / 24;3.4 to 5.5 GHz;Socket 1700;10 nm;30 MB;150 W;Apr 5th, 2022;Intel
Core i9-12900T;/cpu-specs/core-i9-12900t.c2568;Alder Lake-S;16  / 24;1.4 to 4.9 GHz;Socket 1700;10 nm;30 MB;35 W;Jan 4th, 2022;Intel
